time,seconds_elapsed,type,isConnected,isInternetReachable,isWifiEnabled,isConnectionExpensive,ssid,bssid,strength,ipAddress,frequency,cellularGeneration,carrier
1751119410406000000,270.13100024414064,cellular,true,true,false,true,,,,,,4g,
1751119412407000000,272.132,cellular,true,true,false,true,,,,,,4g,
1751119414407000000,274.132,cellular,true,true,false,true,,,,,,4g,
1751119416408000000,276.133,cellular,true,true,false,true,,,,,,4g,
1751119418405000000,278.13,cellular,true,true,false,true,,,,,,4g,
1751119420407000000,280.132,cellular,true,true,false,true,,,,,,4g,
1751119422408000000,282.133,cellular,true,true,false,true,,,,,,4g,
1751119424409000000,284.134,cellular,true,true,false,true,,,,,,4g,
1751119426413000000,286.138,cellular,true,true,false,true,,,,,,4g,
1751119428412000000,288.137,cellular,true,true,false,true,,,,,,4g,
1751119430417000000,290.142,cellular,true,true,false,true,,,,,,4g,
1751119432431000000,292.156,cellular,true,true,false,true,,,,,,4g,
1751119434423000000,294.148,cellular,true,true,false,true,,,,,,4g,
1751119436426000000,296.1509997558594,cellular,true,true,false,true,,,,,,4g,
1751119438425000000,298.15,cellular,true,true,false,true,,,,,,4g,
1751119440426000000,300.1509997558594,cellular,true,true,false,true,,,,,,4g,
1751119442426000000,302.1509997558594,cellular,true,true,false,true,,,,,,4g,
1751119444428000000,304.153,cellular,true,true,false,true,,,,,,4g,
1751119446431000000,306.156,cellular,true,true,false,true,,,,,,4g,
1751119448434000000,308.1589997558594,cellular,true,true,false,true,,,,,,4g,
1751119450433000000,310.158,cellular,true,true,false,true,,,,,,4g,
1751119452436000000,312.161,cellular,true,true,false,true,,,,,,4g,
1751119454437000000,314.162,cellular,true,true,false,true,,,,,,4g,
1751119456446000000,316.1710002441406,cellular,true,true,false,true,,,,,,4g,
1751119458443000000,318.168,cellular,true,true,false,true,,,,,,4g,
1751119460439000000,320.164,cellular,true,true,false,true,,,,,,4g,
1751119462439000000,322.164,cellular,true,true,false,true,,,,,,4g,
1751119464439000000,324.164,cellular,true,true,false,true,,,,,,4g,
1751119466441000000,326.166,cellular,true,true,false,true,,,,,,4g,
1751119468443000000,328.168,cellular,true,true,false,true,,,,,,4g,
1751119470444000000,330.169,cellular,true,true,false,true,,,,,,4g,
1751119472445000000,332.17,cellular,true,true,false,true,,,,,,4g,
1751119474442000000,334.16699975585936,cellular,true,true,false,true,,,,,,4g,
1751119476443000000,336.168,cellular,true,true,false,true,,,,,,4g,
1751119478442000000,338.16699975585936,cellular,true,true,false,true,,,,,,4g,
1751119480443000000,340.168,cellular,true,true,false,true,,,,,,4g,
1751119482445000000,342.17,cellular,true,true,false,true,,,,,,4g,
1751119484445000000,344.17,cellular,true,true,false,true,,,,,,4g,
1751119486445000000,346.17,cellular,true,true,false,true,,,,,,4g,
1751119488446000000,348.1710002441406,cellular,true,true,false,true,,,,,,4g,
1751119490449000000,350.174,cellular,true,true,false,true,,,,,,4g,
1751119492448000000,352.173,cellular,true,true,false,true,,,,,,4g,
1751119494448000000,354.173,cellular,true,true,false,true,,,,,,4g,
1751119496450000000,356.1749997558594,cellular,true,true,false,true,,,,,,4g,
1751119498448000000,358.173,cellular,true,true,false,true,,,,,,4g,
1751119500447000000,360.172,cellular,true,true,false,true,,,,,,4g,
1751119502450000000,362.1749997558594,cellular,true,true,false,true,,,,,,4g,
1751119504451000000,364.176,cellular,true,true,false,true,,,,,,4g,
1751119506451000000,366.176,cellular,true,true,false,true,,,,,,4g,
1751119508452000000,368.177,cellular,true,true,false,true,,,,,,4g,
1751119510458000000,370.1829997558594,cellular,true,true,false,true,,,,,,4g,
1751119512454000000,372.17900024414064,cellular,true,true,false,true,,,,,,4g,
1751119514453000000,374.178,cellular,true,true,false,true,,,,,,4g,
1751119516455000000,376.18,cellular,true,true,false,true,,,,,,4g,
1751119518456000000,378.181,cellular,true,true,false,true,,,,,,4g,
1751119520455000000,380.18,cellular,true,true,false,true,,,,,,4g,
1751119522456000000,382.181,cellular,true,true,false,true,,,,,,4g,
1751119524456000000,384.181,cellular,true,true,false,true,,,,,,4g,
1751119526455000000,386.18,cellular,true,true,false,true,,,,,,4g,
1751119528457000000,388.182,cellular,true,true,false,true,,,,,,4g,
1751119530459000000,390.184,cellular,true,true,false,true,,,,,,4g,
1751119532457000000,392.182,cellular,true,true,false,true,,,,,,4g,
1751119534462000000,394.1870002441406,cellular,true,true,false,true,,,,,,4g,
1751119536612000000,396.337,cellular,true,true,false,true,,,,,,4g,
1751119538583000000,398.308,cellular,true,true,false,true,,,,,,4g,
